Name,Level,Type,Rarity,Attack,Defense,Armor,Damage,HP,Stamina,Enhancements
Overseer Tally Stick Recipe,1387,Recipe,Unique,0,0,0,0,0,,
Red Tally,1387,Component,Rare,0,0,0,0,0,,
Rune Dansilver,1387,Rune,Common,670,0,1800,0,304,,
Tally Stopper,1387,Quest Item,Rare,0,0,0,0,0,,
Wooden Tally Stick,1387,Quest Item,Rare,0,0,0,0,0,,
Hammer of Dalkaz,1386,Weapon,Rare,872,0,0,1904,0,,
Shield of Levwar,1386,Shield,Common,0,1540,0,1232,0,,
Armor of Kenrith,1385,Armor,Rare,371,901,0,1502,0,,
Cold Iron Manacles,1385,Quest Item,Rare,0,0,0,0,0,,
Dried Cracked Knuckle,1385,Quest Item,Rare,0,0,0,0,0,,
Rune of Obedience,1385,Quest Item,Rare,0,0,0,0,0,,
Rune of Quandor,1385,Rune,Common,1050,720,0,1000,0,,
Silver Drakani,1385,Quest Item,Rare,0,0,0,0,0,,
Skorpinok Bag,1385,Quest Item,Rare,0,0,0,0,0,,
Skorpinok Ingredient Bag,1385,Quest Item,Rare,0,0,0,0,0,,
Skorpinok Ingredient Bag Recipe,1385,Recipe,Rare,0,0,0,0,0,,
Skorpinok Mace,1385,Quest Item,Unique,0,0,0,0,0,,
Sword of Ginzal,1385,Weapon,Common,1110,0,0,1660,0,,
Helmet of Marcine,1389,Helmet,Common,950,0,1010,818,0,,
Amulet of Darsendar,1388,Amulet,Rare,0,0,1484,1296,0,,
Ring of Bontaar,1388,Ring,Common,1670,0,0,1106,0,,
Blue Tally,1387,Component,Rare,0,0,0,0,0,,
Boots of Ganvoll,1387,Boots,Common,460,1010,0,1304,0,,
Green Tally,1387,Component,Rare,0,0,0,0,0,,
Overseer Tally Stick,1387,Quest Item,Unique,0,0,0,0,0,,
Overseer Tally Stick Recipe,1387,Recipe,Unique,0,0,0,0,0,,
Red Tally,1387,Component,Rare,0,0,0,0,0,,
Rune Dansilver,1387,Rune,Common,670,0,1800,0,304,,
Tally Stopper,1387,Quest Item,Rare,0,0,0,0,0,,
Wooden Tally Stick,1387,Quest Item,Rare,0,0,0,0,0,,
Hammer of Dalkaz,1386,Weapon,Rare,872,0,0,1904,0,,
Shield of Levwar,1386,Shield,Common,0,1540,0,1232,0,,
Armor of Kenrith,1385,Armor,Rare,371,901,0,1502,0,,
Cold Iron Manacles,1385,Quest Item,Rare,0,0,0,0,0,,
Dried Cracked Knuckle,1385,Quest Item,Rare,0,0,0,0,0,,
Rune of Obedience,1385,Quest Item,Rare,0,0,0,0,0,,
Rune of Quandor,1385,Rune,Common,1050,720,0,1000,0,,
Silver Drakani,1385,Quest Item,Rare,0,0,0,0,0,,
Skorpinok Bag,1385,Quest Item,Rare,0,0,0,0,0,,
Skorpinok Ingredient Bag,1385,Quest Item,Rare,0,0,0,0,0,,
Skorpinok Ingredient Bag Recipe,1385,Recipe,Rare,0,0,0,0,0,,
Skorpinok Mace,1385,Quest Item,Unique,0,0,0,0,0,,
Sword of Ginzal,1385,Weapon,Common,1110,0,0,1660,0,,
Helmet of Marcine,1389,Helmet,Common,950,0,1010,818,0,,
Amulet of Darsendar,1388,Amulet,Rare,0,0,1484,1296,0,,
Ring of Bontaar,1388,Ring,Common,1670,0,0,1106,0,,
Blue Tally,1387,Component,Rare,0,0,0,0,0,,
Boots of Ganvoll,1387,Boots,Common,460,1010,0,1304,0,,
Green Tally,1387,Component,Rare,0,0,0,0,0,,
Overseer Tally Stick,1387,Quest Item,Unique,0,0,0,0,0,,
Overseer Tally Stick Recipe,1387,Recipe,Unique,0,0,0,0,0,,
Red Tally,1387,Component,Rare,0,0,0,0,0,,
Rune Dansilver,1387,Rune,Common,670,0,1800,0,304,,
Tally Stopper,1387,Quest Item,Rare,0,0,0,0,0,,
Wooden Tally Stick,1387,Quest Item,Rare,0,0,0,0,0,,
Hammer of Dalkaz,1386,Weapon,Rare,872,0,0,1904,0,,
Shield of Levwar,1386,Shield,Common,0,1540,0,1232,0,,
Armor of Kenrith,1385,Armor,Rare,371,901,0,1502,0,,
Cold Iron Manacles,1385,Quest Item,Rare,0,0,0,0,0,,
Dried Cracked Knuckle,1385,Quest Item,Rare,0,0,0,0,0,,
Rune of Obedience,1385,Quest Item,Rare,0,0,0,0,0,,
Rune of Quandor,1385,Rune,Common,1050,720,0,1000,0,,
Silver Drakani,1385,Quest Item,Rare,0,0,0,0,0,,
Skorpinok Bag,1385,Quest Item,Rare,0,0,0,0,0,,
Skorpinok Ingredient Bag,1385,Quest Item,Rare,0,0,0,0,0,,
Skorpinok Ingredient Bag Recipe,1385,Recipe,Rare,0,0,0,0,0,,
Skorpinok Mace,1385,Quest Item,Unique,0,0,0,0,0,,
Sword of Ginzal,1385,Weapon,Common,1110,0,0,1660,0,,
Daedus Mandible,1265,Component,Rare,0,0,0,0,0,,
Daedus Silk Cutter,1265,Quest Item,Unique,0,0,0,0,0,,
Daedus Silk Cutter Recipe,1265,Recipe,Unique,0,0,0,0,0,,
Daedus Spider Leg,1265,Quest Item,Rare,0,0,0,0,0,,
Daedus Thread,1265,Component,Rare,0,0,0,0,0,,
Quintarghs Hat,1265,Helmet,Common,1516,0,0,0,1014,,
Rogues Hand Bow,1265,Weapon,Unique,1705,0,0,855,0,,
Rune of Rah Shuin,1265,Rune,Unique,200,1800,0,560,0,,
Silvered Needle,1265,Quest Item,Rare,0,0,0,0,0,,
Spear of Dimolk,1265,Weapon,Common,1000,680,0,850,0,,
Thernbergs Armor,1265,Armor,Common,0,0,1516,1014,0,,
Liano Amulet,1264,Amulet,Rare,808,0,0,1728,0,,
Liano Rune,1264,Rune,Rare,258,0,0,2278,0,,
Buckler of Aswern,1263,Shield,Common,1514,0,0,0,1012,,
Kelshrin Dagger,1263,Quest Item,Rare,0,0,0,0,0,,
Sword of Lornderg,1263,Weapon,Common,0,0,1514,1012,0,,
Choker of Mentarth,1261,Amulet,Common,1006,0,0,0,1516,,
Gloves of Jengert,1261,Gloves,Common,0,1014,0,1508,0,,
Amulet of Lacedonia,1260,Amulet,Unique,0,0,1500,1040,0,,
Balanced Mace,1260,Weapon,Common,840,0,840,840,0,,
Gloves of Xerdes,1260,Gloves,Unique,920,0,0,1635,0,,
Helmet of Karn,1260,Helmet,Rare,0,1508,0,1020,0,,
Mace of Lacedonia,1260,Weapon,Unique,1020,0,0,1541,0,,
Mace of Lacedonia Recipe,1260,Recipe,Unique,0,0,0,0,0,,
Robes of Xerdes,1260,Armor,Unique,1010,0,0,1545,0,,
Daedus Mandible,1265,Component,Rare,0,0,0,0,0,,
Daedus Silk Cutter,1265,Quest Item,Unique,0,0,0,0,0,,
Daedus Silk Cutter Recipe,1265,Recipe,Unique,0,0,0,0,0,,
Daedus Spider Leg,1265,Quest Item,Rare,0,0,0,0,0,,
Daedus Thread,1265,Component,Rare,0,0,0,0,0,,
Quintarghs Hat,1265,Helmet,Common,1516,0,0,0,1014,,
Rogues Hand Bow,1265,Weapon,Unique,1705,0,0,855,0,,
Rune of Rah Shuin,1265,Rune,Unique,200,1800,0,560,0,,
Silvered Needle,1265,Quest Item,Rare,0,0,0,0,0,,
Spear of Dimolk,1265,Weapon,Common,1000,680,0,850,0,,
Thernbergs Armor,1265,Armor,Common,0,0,1516,1014,0,,
Liano Amulet,1264,Amulet,Rare,808,0,0,1728,0,,
Liano Rune,1264,Rune,Rare,258,0,0,2278,0,,
Buckler of Aswern,1263,Shield,Common,1514,0,0,0,1012,,
Kelshrin Dagger,1263,Quest Item,Rare,0,0,0,0,0,,
Sword of Lornderg,1263,Weapon,Common,0,0,1514,1012,0,,
Choker of Mentarth,1261,Amulet,Common,1006,0,0,0,1516,,
Gloves of Jengert,1261,Gloves,Common,0,1014,0,1508,0,,
Amulet of Lacedonia,1260,Amulet,Unique,0,0,1500,1040,0,,
Balanced Mace,1260,Weapon,Common,840,0,840,840,0,,
Gloves of Xerdes,1260,Gloves,Unique,920,0,0,1635,0,,
Helmet of Karn,1260,Helmet,Rare,0,1508,0,1020,0,,
Mace of Lacedonia,1260,Weapon,Unique,1020,0,0,1541,0,,
Mace of Lacedonia Recipe,1260,Recipe,Unique,0,0,0,0,0,,
Robes of Xerdes,1260,Armor,Unique,1010,0,0,1545,0,,
Daedus Mandible,1265,Component,Rare,0,0,0,0,0,,
Daedus Silk Cutter,1265,Quest Item,Unique,0,0,0,0,0,,
Daedus Silk Cutter Recipe,1265,Recipe,Unique,0,0,0,0,0,,
Daedus Spider Leg,1265,Quest Item,Rare,0,0,0,0,0,,
Daedus Thread,1265,Component,Rare,0,0,0,0,0,,
Quintarghs Hat,1265,Helmet,Common,1516,0,0,0,1014,,
Rogues Hand Bow,1265,Weapon,Unique,1705,0,0,855,0,,
Rune of Rah Shuin,1265,Rune,Unique,200,1800,0,560,0,,
Silvered Needle,1265,Quest Item,Rare,0,0,0,0,0,,
Spear of Dimolk,1265,Weapon,Common,1000,680,0,850,0,,
Thernbergs Armor,1265,Armor,Common,0,0,1516,1014,0,,
Liano Amulet,1264,Amulet,Rare,808,0,0,1728,0,,
Liano Rune,1264,Rune,Rare,258,0,0,2278,0,,
Buckler of Aswern,1263,Shield,Common,1514,0,0,0,1012,,
Kelshrin Dagger,1263,Quest Item,Rare,0,0,0,0,0,,
Sword of Lornderg,1263,Weapon,Common,0,0,1514,1012,0,,
Choker of Mentarth,1261,Amulet,Common,1006,0,0,0,1516,,
Gloves of Jengert,1261,Gloves,Common,0,1014,0,1508,0,,
Amulet of Lacedonia,1260,Amulet,Unique,0,0,1500,1040,0,,
Balanced Mace,1260,Weapon,Common,840,0,840,840,0,,
Gloves of Xerdes,1260,Gloves,Unique,920,0,0,1635,0,,
Helmet of Karn,1260,Helmet,Rare,0,1508,0,1020,0,,
Mace of Lacedonia,1260,Weapon,Unique,1020,0,0,1541,0,,
Mace of Lacedonia Recipe,1260,Recipe,Unique,0,0,0,0,0,,
Robes of Xerdes,1260,Armor,Unique,1010,0,0,1545,0,,
Boots of Depreal,1097,Boots,Common,0,1645,0,549,0,,
Gloves of Feraal,1097,Gloves,Common,0,0,1800,394,0,,
Amulet of the Wolf,1096,Quest Item,Rare,0,0,0,0,0,,
Armor of Harroth,1096,Armor,Common,0,0,592,1500,100,,
Gloves of Gont,1096,Gloves,Common,1000,500,0,692,0,,
Helmet of Targ,1096,Helmet,Common,300,990,0,902,0,,
Armor of Goggale,1095,Armor,Common,645,0,1545,0,0,,
Shield of Gorbak,1095,Shield,Common,540,1650,0,0,0,,
Goblin Volk Saddle,1094,Quest Item,Rare,0,0,0,0,0,,
Shield of Volk,1094,Shield,Rare,100,0,1400,696,0,,
Amulet of the Lost,1093,Amulet,Unique,0,590,0,1600,0,,
Axe of Takkorel,1093,Weapon,Common,1336,0,0,850,0,,
Rune of Ceralk,1093,Rune,Common,0,1836,0,350,0,,
Boots of Derful,1092,Boots,Common,650,830,0,704,0,,
Glimmer Lamp,1092,Quest Item,Rare,0,0,0,0,0,,
Helmet of Sarlon,1092,Helmet,Common,184,0,1200,800,0,,
Shield of Candella,1092,Shield,Common,540,1100,0,544,0,,
Spear of Marthil,1092,Weapon,Common,944,240,0,1000,0,,
Amulet of Forrela,1091,Amulet,Common,0,0,645,1537,0,,
Helmet of Utoale,1091,Helmet,Common,637,1545,0,0,0,,
Pumpkin Pouch,1091,Quest Item,Rare,0,0,0,0,0,,
Gloves of Gloaelk,1090,Gloves,Common,495,1685,0,0,0,,
Gozoid Greengutz Amulet,1090,Amulet,Unique,845,0,600,745,0,,
Gozoid Greengutz Armor,1090,Armor,Unique,0,0,1810,380,0,,
Gozoid Greengutz Rune,1090,Rune,Unique,0,0,1600,580,0,,
Boots of Depreal,1097,Boots,Common,0,1645,0,549,0,,
Gloves of Feraal,1097,Gloves,Common,0,0,1800,394,0,,
Amulet of the Wolf,1096,Quest Item,Rare,0,0,0,0,0,,
Armor of Harroth,1096,Armor,Common,0,0,592,1500,100,,
Gloves of Gont,1096,Gloves,Common,1000,500,0,692,0,,
Helmet of Targ,1096,Helmet,Common,300,990,0,902,0,,
Armor of Goggale,1095,Armor,Common,645,0,1545,0,0,,
Shield of Gorbak,1095,Shield,Common,540,1650,0,0,0,,
Goblin Volk Saddle,1094,Quest Item,Rare,0,0,0,0,0,,
Shield of Volk,1094,Shield,Rare,100,0,1400,696,0,,
Amulet of the Lost,1093,Amulet,Unique,0,590,0,1600,0,,
Axe of Takkorel,1093,Weapon,Common,1336,0,0,850,0,,
Rune of Ceralk,1093,Rune,Common,0,1836,0,350,0,,
Boots of Derful,1092,Boots,Common,650,830,0,704,0,,
Glimmer Lamp,1092,Quest Item,Rare,0,0,0,0,0,,
Helmet of Sarlon,1092,Helmet,Common,184,0,1200,800,0,,
Shield of Candella,1092,Shield,Common,540,1100,0,544,0,,
Spear of Marthil,1092,Weapon,Common,944,240,0,1000,0,,
Amulet of Forrela,1091,Amulet,Common,0,0,645,1537,0,,
Helmet of Utoale,1091,Helmet,Common,637,1545,0,0,0,,
Pumpkin Pouch,1091,Quest Item,Rare,0,0,0,0,0,,
Gloves of Gloaelk,1090,Gloves,Common,495,1685,0,0,0,,
Gozoid Greengutz Amulet,1090,Amulet,Unique,845,0,600,745,0,,
Gozoid Greengutz Armor,1090,Armor,Unique,0,0,1810,380,0,,
Gozoid Greengutz Rune,1090,Rune,Unique,0,0,1600,580,0,,
Boots of Depreal,1097,Boots,Common,0,1645,0,549,0,,
Gloves of Feraal,1097,Gloves,Common,0,0,1800,394,0,,
Amulet of the Wolf,1096,Quest Item,Rare,0,0,0,0,0,,
Armor of Harroth,1096,Armor,Common,0,0,592,1500,100,,
Gloves of Gont,1096,Gloves,Common,1000,500,0,692,0,,
Helmet of Targ,1096,Helmet,Common,300,990,0,902,0,,
Armor of Goggale,1095,Armor,Common,645,0,1545,0,0,,
Shield of Gorbak,1095,Shield,Common,540,1650,0,0,0,,
Goblin Volk Saddle,1094,Quest Item,Rare,0,0,0,0,0,,
Shield of Volk,1094,Shield,Rare,100,0,1400,696,0,,
Amulet of the Lost,1093,Amulet,Unique,0,590,0,1600,0,,
Axe of Takkorel,1093,Weapon,Common,1336,0,0,850,0,,
Rune of Ceralk,1093,Rune,Common,0,1836,0,350,0,,
Boots of Derful,1092,Boots,Common,650,830,0,704,0,,
Glimmer Lamp,1092,Quest Item,Rare,0,0,0,0,0,,
Helmet of Sarlon,1092,Helmet,Common,184,0,1200,800,0,,
Shield of Candella,1092,Shield,Common,540,1100,0,544,0,,
Spear of Marthil,1092,Weapon,Common,944,240,0,1000,0,,
Amulet of Forrela,1091,Amulet,Common,0,0,645,1537,0,,
Helmet of Utoale,1091,Helmet,Common,637,1545,0,0,0,,
Pumpkin Pouch,1091,Quest Item,Rare,0,0,0,0,0,,
Gloves of Gloaelk,1090,Gloves,Common,495,1685,0,0,0,,
Gozoid Greengutz Amulet,1090,Amulet,Unique,845,0,600,745,0,,
Gozoid Greengutz Armor,1090,Armor,Unique,0,0,1810,380,0,,
Gozoid Greengutz Rune,1090,Rune,Unique,0,0,1600,580,0,,
Volmar Ram Shield,980,Shield,Unique,325,0,1645,0,0,,
Axe of Deralf,979,Weapon,Rare,579,0,255,1128,0,,
Boots of Nosagel,979,Boots,Rare,646,1316,0,0,0,,
Gloves of Purash,979,Gloves,Common,0,1345,0,613,0,,
Hollow Bone,979,Quest Item,Rare,0,0,0,0,0,,
Needle and Night Thread,979,Quest Item,Rare,0,0,0,0,0,,
Rune of Noneal,979,Rune,Common,545,0,200,1213,0,,
Shroud Mist,979,Component,Rare,0,0,0,0,0,,
Skin of Night,979,Component,Rare,0,0,0,0,0,,
Wing of Darkness,979,Quest Item,Unique,0,0,0,0,0,,
Wing of Darkness Recipe,979,Recipe,Unique,0,0,0,0,0,,
Amulet of Couapel,978,Amulet,Common,300,1656,0,0,0,,
Armor of Dumaelk,978,Armor,Common,0,1611,0,345,0,,
Gloves of Fallaer,978,Gloves,Rare,0,0,519,1441,0,,
Rune of Rokahe,978,Rune,Common,1345,0,85,526,0,,
Amulet of Virmalthorn,977,Quest Item,Unique,0,0,0,0,0,,
Amulet of Wahelk,977,Amulet,Common,0,645,0,1309,0,,
Boots of Magalke,977,Boots,Rare,1709,0,249,0,0,,
Craftshatter Crystal,977,Quest Item,Unique,0,0,0,0,0,,
Craftshatter Crystal Recipe,977,Recipe,Unique,0,0,0,0,0,,
Crystal Glass Skull,977,Quest Item,Rare,0,0,0,0,0,,
Essance of Anguish,977,Component,Rare,0,0,0,0,0,,
Flame of Undeath,977,Component,Rare,0,0,0,0,0,,
Necklace of Virmalthorn,977,Quest Item,Unique,0,0,0,0,0,,
Rune of Rewalk,977,Rune,Common,1639,0,315,0,0,,
Volmar Ram Shield,980,Shield,Unique,325,0,1645,0,0,,
Axe of Deralf,979,Weapon,Rare,579,0,255,1128,0,,
Boots of Nosagel,979,Boots,Rare,646,1316,0,0,0,,
Gloves of Purash,979,Gloves,Common,0,1345,0,613,0,,
Hollow Bone,979,Quest Item,Rare,0,0,0,0,0,,
Needle and Night Thread,979,Quest Item,Rare,0,0,0,0,0,,
Rune of Noneal,979,Rune,Common,545,0,200,1213,0,,
Shroud Mist,979,Component,Rare,0,0,0,0,0,,
Skin of Night,979,Component,Rare,0,0,0,0,0,,
Wing of Darkness,979,Quest Item,Unique,0,0,0,0,0,,
Wing of Darkness Recipe,979,Recipe,Unique,0,0,0,0,0,,
Amulet of Couapel,978,Amulet,Common,300,1656,0,0,0,,
Armor of Dumaelk,978,Armor,Common,0,1611,0,345,0,,
Gloves of Fallaer,978,Gloves,Rare,0,0,519,1441,0,,
Rune of Rokahe,978,Rune,Common,1345,0,85,526,0,,
Amulet of Virmalthorn,977,Quest Item,Unique,0,0,0,0,0,,
Amulet of Wahelk,977,Amulet,Common,0,645,0,1309,0,,
Boots of Magalke,977,Boots,Rare,1709,0,249,0,0,,
Craftshatter Crystal,977,Quest Item,Unique,0,0,0,0,0,,
Craftshatter Crystal Recipe,977,Recipe,Unique,0,0,0,0,0,,
Crystal Glass Skull,977,Quest Item,Rare,0,0,0,0,0,,
Essance of Anguish,977,Component,Rare,0,0,0,0,0,,
Flame of Undeath,977,Component,Rare,0,0,0,0,0,,
Necklace of Virmalthorn,977,Quest Item,Unique,0,0,0,0,0,,
Rune of Rewalk,977,Rune,Common,1639,0,315,0,0,,
Volmar Ram Shield,980,Shield,Unique,325,0,1645,0,0,,
Axe of Deralf,979,Weapon,Rare,579,0,255,1128,0,,
Boots of Nosagel,979,Boots,Rare,646,1316,0,0,0,,
Gloves of Purash,979,Gloves,Common,0,1345,0,613,0,,
Hollow Bone,979,Quest Item,Rare,0,0,0,0,0,,
Needle and Night Thread,979,Quest Item,Rare,0,0,0,0,0,,
Rune of Noneal,979,Rune,Common,545,0,200,1213,0,,
Shroud Mist,979,Component,Rare,0,0,0,0,0,,
Skin of Night,979,Component,Rare,0,0,0,0,0,,
Wing of Darkness,979,Quest Item,Unique,0,0,0,0,0,,
Wing of Darkness Recipe,979,Recipe,Unique,0,0,0,0,0,,
Amulet of Couapel,978,Amulet,Common,300,1656,0,0,0,,
Armor of Dumaelk,978,Armor,Common,0,1611,0,345,0,,
Gloves of Fallaer,978,Gloves,Rare,0,0,519,1441,0,,
Rune of Rokahe,978,Rune,Common,1345,0,85,526,0,,
Amulet of Virmalthorn,977,Quest Item,Unique,0,0,0,0,0,,
Amulet of Wahelk,977,Amulet,Common,0,645,0,1309,0,,
Boots of Magalke,977,Boots,Rare,1709,0,249,0,0,,
Craftshatter Crystal,977,Quest Item,Unique,0,0,0,0,0,,
Craftshatter Crystal Recipe,977,Recipe,Unique,0,0,0,0,0,,
Crystal Glass Skull,977,Quest Item,Rare,0,0,0,0,0,,
Essance of Anguish,977,Component,Rare,0,0,0,0,0,,
Flame of Undeath,977,Component,Rare,0,0,0,0,0,,
Necklace of Virmalthorn,977,Quest Item,Unique,0,0,0,0,0,,
Rune of Rewalk,977,Rune,Common,1639,0,315,0,0,,
Blade of Faerlia,922,Weapon,Common,0,475,0,1369,0,,
Gloves of Cralke,922,Gloves,Common,0,1245,0,599,0,,
Rune of Verial,922,Rune,Rare,425,304,0,1119,0,,
Amulet of Brezel,921,Amulet,Common,0,0,485,1357,0,,
Boots of Zerliha,921,Boots,Rare,0,1389,0,457,0,,
Helmet of Heirgha,921,Helmet,Common,0,1245,0,597,0,,
Recipe of Varanus Shield,921,Recipe,Unique,0,0,0,0,0,,
Ring of Eyedfal,921,Ring,Rare,845,0,149,852,0,,
Shield Frame,921,Quest Item,Rare,0,0,0,0,0,,
Varanus Hide,921,Component,Rare,0,0,0,0,0,,
Varanus Shield,921,Shield,Unique,1105,205,0,542,0,,
Varanus Spines,921,Component,Rare,0,0,0,0,0,,
Amulet of Milael,920,Amulet,Common,0,585,0,1255,0,,
Armor of Shoell,920,Armor,Common,0,685,0,1155,0,,
Helmirr City Guard Armor,920,Armor,Unique,350,0,1000,500,0,,
Metal Corroding Solution,920,Rune,Unique,435,575,0,848,0,,
Rune of Rasela,920,Rune,Common,750,0,300,790,0,,
Shield of Reliacle,920,Shield,Common,0,1240,0,600,0,,
Zanadorn Unzul Axe,920,Weapon,Unique,45,345,0,460,0,,
Zanadorn Unzul Helmet,920,Helmet,Unique,490,360,0,0,0,,
Zanadorn Unzul Shield,920,Shield,Unique,0,320,0,530,0,,
Amulet of Kerrad,919,Amulet,Common,1100,0,738,0,0,,
Armor of Moeral,919,Armor,Common,425,0,1413,0,0,,
Hook of Sineral,919,Weapon,Common,800,0,338,0,700,,
Rune of Eraopa,919,Rune,Common,0,975,0,863,0,,
Blade of Faerlia,922,Weapon,Common,0,475,0,1369,0,,
Gloves of Cralke,922,Gloves,Common,0,1245,0,599,0,,
Rune of Verial,922,Rune,Rare,425,304,0,1119,0,,
Amulet of Brezel,921,Amulet,Common,0,0,485,1357,0,,
Boots of Zerliha,921,Boots,Rare,0,1389,0,457,0,,
Helmet of Heirgha,921,Helmet,Common,0,1245,0,597,0,,
Recipe of Varanus Shield,921,Recipe,Unique,0,0,0,0,0,,
Ring of Eyedfal,921,Ring,Rare,845,0,149,852,0,,
Shield Frame,921,Quest Item,Rare,0,0,0,0,0,,
Varanus Hide,921,Component,Rare,0,0,0,0,0,,
Varanus Shield,921,Shield,Unique,1105,205,0,542,0,,
Varanus Spines,921,Component,Rare,0,0,0,0,0,,
Amulet of Milael,920,Amulet,Common,0,585,0,1255,0,,
Armor of Shoell,920,Armor,Common,0,685,0,1155,0,,
Helmirr City Guard Armor,920,Armor,Unique,350,0,1000,500,0,,
Metal Corroding Solution,920,Rune,Unique,435,575,0,848,0,,
Rune of Rasela,920,Rune,Common,750,0,300,790,0,,
Shield of Reliacle,920,Shield,Common,0,1240,0,600,0,,
Zanadorn Unzul Axe,920,Weapon,Unique,45,345,0,460,0,,
Zanadorn Unzul Helmet,920,Helmet,Unique,490,360,0,0,0,,
Zanadorn Unzul Shield,920,Shield,Unique,0,320,0,530,0,,
Amulet of Kerrad,919,Amulet,Common,1100,0,738,0,0,,
Armor of Moeral,919,Armor,Common,425,0,1413,0,0,,
Hook of Sineral,919,Weapon,Common,800,0,338,0,700,,
Rune of Eraopa,919,Rune,Common,0,975,0,863,0,,
Blade of Faerlia,922,Weapon,Common,0,475,0,1369,0,,
Gloves of Cralke,922,Gloves,Common,0,1245,0,599,0,,
Rune of Verial,922,Rune,Rare,425,304,0,1119,0,,
Amulet of Brezel,921,Amulet,Common,0,0,485,1357,0,,
Boots of Zerliha,921,Boots,Rare,0,1389,0,457,0,,
Helmet of Heirgha,921,Helmet,Common,0,1245,0,597,0,,
Recipe of Varanus Shield,921,Recipe,Unique,0,0,0,0,0,,
Ring of Eyedfal,921,Ring,Rare,845,0,149,852,0,,
Shield Frame,921,Quest Item,Rare,0,0,0,0,0,,
Varanus Hide,921,Component,Rare,0,0,0,0,0,,
Varanus Shield,921,Shield,Unique,1105,205,0,542,0,,
Varanus Spines,921,Component,Rare,0,0,0,0,0,,
Amulet of Milael,920,Amulet,Common,0,585,0,1255,0,,
Armor of Shoell,920,Armor,Common,0,685,0,1155,0,,
Helmirr City Guard Armor,920,Armor,Unique,350,0,1000,500,0,,
Metal Corroding Solution,920,Rune,Unique,435,575,0,848,0,,
Rune of Rasela,920,Rune,Common,750,0,300,790,0,,
Shield of Reliacle,920,Shield,Common,0,1240,0,600,0,,
Zanadorn Unzul Axe,920,Weapon,Unique,45,345,0,460,0,,
Zanadorn Unzul Helmet,920,Helmet,Unique,490,360,0,0,0,,
Zanadorn Unzul Shield,920,Shield,Unique,0,320,0,530,0,,
Amulet of Kerrad,919,Amulet,Common,1100,0,738,0,0,,
Armor of Moeral,919,Armor,Common,425,0,1413,0,0,,
Hook of Sineral,919,Weapon,Common,800,0,338,0,700,,
Rune of Eraopa,919,Rune,Common,0,975,0,863,0,,
Recipe of Imptiles Scaly Gloves,825,Recipe,Legendary,0,0,0,0,0,,
Recipe of Imptiles Tooth Trinket,825,Recipe,Legendary,0,0,0,0,0,,
Ring of Zarelk,825,Ring,Rare,0,489,0,1165,0,,
Rune of Higalke,825,Rune,Common,0,600,0,1050,0,,
Amulet of Versioa,824,Amulet,Common,0,0,975,673,0,,
Armor of Reuigha,824,Armor,Rare,0,967,0,685,0,,
Bahaka Soul Stone,824,Quest Item,Unique,0,0,0,0,0,,
Gloves of Grelha,824,Gloves,Unique,363,1295,0,0,0,,
Helmet of Colejua,824,Helmet,Common,0,450,0,1183,15,,
Rune of Uioral,824,Rune,Rare,425,1227,0,0,0,,
Amulet of Higrelia,823,Amulet,Rare,0,785,0,865,0,,
Armor of Feldishja,823,Armor,Common,0,525,0,1121,0,,
Blade of Gudfre,823,Weapon,Common,676,0,285,685,0,,
Rune of Yuerah,823,Rune,Rare,285,1365,0,0,0,,
Amulet of Claruia,822,Amulet,Unique,425,0,135,1094,0,,
Amulet of Tarrtla,822,Amulet,Common,0,485,0,1159,0,,
Axe of Firahl,822,Weapon,Common,0,950,0,685,0,,
Boots of Heigrkla,822,Boots,Rare,0,1119,0,529,0,,
Rune of Aeruia,822,Rune,Rare,559,1089,0,0,0,,
Amulet of Caerli,821,Amulet,Rare,929,0,717,0,0,,
Armor of Tyuaa,821,Armor,Common,0,1085,0,557,0,,
Rune of Auitey,821,Rune,Common,0,792,0,850,0,,
Sword of Etyua,821,Weapon,Rare,0,389,0,1257,0,,
Amulet of Renfalg,820,Amulet,Rare,595,0,824,225,0,,
Armor of Elighed,820,Armor,Unique,275,0,1375,0,0,,
Recipe of Imptiles Scaly Gloves,825,Recipe,Legendary,0,0,0,0,0,,
Recipe of Imptiles Tooth Trinket,825,Recipe,Legendary,0,0,0,0,0,,
Ring of Zarelk,825,Ring,Rare,0,489,0,1165,0,,
Rune of Higalke,825,Rune,Common,0,600,0,1050,0,,
Amulet of Versioa,824,Amulet,Common,0,0,975,673,0,,
Armor of Reuigha,824,Armor,Rare,0,967,0,685,0,,
Bahaka Soul Stone,824,Quest Item,Unique,0,0,0,0,0,,
Gloves of Grelha,824,Gloves,Unique,363,1295,0,0,0,,
Helmet of Colejua,824,Helmet,Common,0,450,0,1183,15,,
Rune of Uioral,824,Rune,Rare,425,1227,0,0,0,,
Amulet of Higrelia,823,Amulet,Rare,0,785,0,865,0,,
Armor of Feldishja,823,Armor,Common,0,525,0,1121,0,,
Blade of Gudfre,823,Weapon,Common,676,0,285,685,0,,
Rune of Yuerah,823,Rune,Rare,285,1365,0,0,0,,
Amulet of Claruia,822,Amulet,Unique,425,0,135,1094,0,,
Amulet of Tarrtla,822,Amulet,Common,0,485,0,1159,0,,
Axe of Firahl,822,Weapon,Common,0,950,0,685,0,,
Boots of Heigrkla,822,Boots,Rare,0,1119,0,529,0,,
